date,ticker,adj_close,industry,label,forward_return,split,str_rev_1m,str_rev_1w,str_rev_1m_volnorm,str_rev_1m_ind_rank,fold,predicted_up_probability,model_says_up,model_was_right
2020-08-06,MRK,64.05770874023438,Pharma,1.0,0.051696415938120355,validation,-0.04016946634923735,-0.02607937006176586,-0.7304295352148417,0.25,1,0.5150379741491011,1,1
2020-08-06,GS,178.36647033691406,Financials,1.0,0.03900670905540693,validation,-0.009888670064114313,-0.023655575935291884,-0.12519823121732732,0.75,1,0.48994729300041046,0,0
2020-08-06,GOOGL,74.58613586425781,Technology,1.0,0.05067268784841161,validation,-0.0008979887447846391,0.021724263878117767,-0.012623379240921672,1.0,1,0.47564886605986173,0,0
2020-08-06,AMGN,200.69064331054688,Pharma,1.0,0.035246861005947094,validation,0.0399062890352857,0.018647797590086057,0.7032911745729437,0.625,1,0.49457241278103187,0,0
2020-08-06,LLY,143.15232849121094,Pharma,0.0,-0.008074395592834516,validation,0.09607992347498195,0.000784216072563293,1.2981489905455013,1.0,1,0.4926437648023285,0,1
2020-08-06,NVDA,11.296382904052734,Technology,1.0,0.11387013854486527,validation,-0.10958290863749154,-0.06797607937333283,-1.123109348149722,0.25,1,0.4910272455877226,0,0
2020-08-06,MS,41.39482116699219,Financials,1.0,0.06592501762905512,validation,-0.018084565517555884,-0.010214601400413859,-0.20879241584064961,0.5,1,0.49822330189466707,0,0
2020-08-06,MSFT,205.63929748535156,Technology,0.0,-0.0073126534630646445,validation,-0.01653930863472297,-0.06105952605433562,-0.16443698278965332,0.875,1,0.485029865839929,0,1
2020-08-06,SCHW,30.71149444580078,Financials,1.0,0.09233602382063766,validation,0.03237511735743415,0.007881839507068222,0.3309406459943616,1.0,1,0.4854583662831484,0,0
2020-08-06,AMZN,161.25,Technology,1.0,0.02158761431080425,validation,-0.04670072773061418,-0.05672573097076117,-0.388304532478088,0.5,1,0.4916568826060625,0,0
2020-08-06,C,41.631893157958984,Financials,1.0,0.032029996469526756,validation,-0.010325761534054845,-0.010524273858344868,-0.09361870797547611,0.625,1,0.49328824187872067,0,0
2020-08-06,PFE,27.247283935546875,Pharma,0.0,-0.049908494140600945,validation,-0.14500852018152877,0.01213232843284373,-1.790658854083983,0.125,1,0.48973762830476947,0,1
2020-08-06,JNJ,124.90264129638672,Pharma,1.0,0.01375124998175159,validation,-0.02987344272525272,-0.004834687435361307,-0.8339709733243597,0.375,1,0.5164432583256767,1,1
2020-08-06,AXP,89.07343292236328,Financials,1.0,0.10164733581481089,validation,-0.03250785411249146,-0.013417523280543575,-0.4233014821030297,0.375,1,0.5027522803389398,1,1
2020-08-07,JNJ,125.79151153564453,Pharma,0.0,-0.002421980689293779,validation,-0.04288039062319138,-0.019484084103543742,-1.2082454021013767,0.5,1,0.5162503575385446,1,0
2020-08-07,C,42.63812255859375,Financials,0.0,-0.020721499807467403,validation,-0.06466783852576641,-0.04219162448262592,-0.5971175812497903,0.625,1,0.48058507853462284,0,1
2020-08-07,AMZN,158.3730010986328,Technology,0.0,-0.005562796044717766,validation,0.004766492770721831,-0.0008784937121162351,0.0405807215149567,0.75,1,0.4910753832708185,0,1
2020-08-07,GS,181.87705993652344,Financials,0.0,-0.021914519029539448,validation,-0.058121188948947244,-0.052081196570634924,-0.7682403891874381,0.75,1,0.48489648245316475,0,1
