date,ticker,adj_close,industry,label,forward_return,split,mom_12_1,mom_12_1_xs_rank,fold,predicted_up_probability,model_says_up,model_was_right
2021-09-15,AAPL,145.48492431640625,Technology,0.0,-0.03536189627143527,validation,0.316357755536703,0.3333333333333333,4,0.5301480298109044,1,0
2021-09-15,MSFT,293.0948181152344,Technology,0.0,-0.006790827821902878,validation,0.42128163749842185,0.5,4,0.5167700825004222,1,0
2021-09-15,GOOGL,143.1600799560547,Technology,0.0,-0.02269962105656287,validation,0.8019375187021116,0.7916666666666666,4,0.5087588841239578,1,0
2021-09-15,CRM,251.80368041992188,Technology,1.0,0.1321830547988554,validation,-0.009853889309454966,0.08333333333333333,4,0.5369933710249936,1,1
2021-09-15,LLY,223.67868041992188,Pharma,1.0,0.012664228393111987,validation,0.8293426570313431,0.8333333333333334,4,0.5054995457719312,1,1
2021-09-15,ABBV,90.33978271484375,Pharma,1.0,0.022829882165516846,validation,0.3669866058036648,0.4166666666666667,4,0.5233198647386329,1,1
2021-09-15,C,59.696834564208984,Financials,1.0,0.004968059961274696,validation,0.6666213304032302,0.75,4,0.5035594992712292,1,1
2021-09-15,MS,88.35624694824219,Financials,0.0,-0.019701270094283463,validation,1.1084819171332279,0.9583333333333334,4,0.511156719967913,1,0
2021-09-15,NVDA,22.293869018554688,Technology,0.0,-0.026632369438164716,validation,0.5370150056325524,0.5833333333333334,4,0.5150281964126097,1,0
2021-09-15,PFE,34.963035583496094,Pharma,0.0,-0.06924274577621148,validation,0.4515199151548501,0.5416666666666666,4,0.513735024447706,1,0
2021-09-15,JPM,139.56138610839844,Financials,1.0,0.03980190886036361,validation,0.6463331656397111,0.6666666666666666,4,0.5127833342419241,1,1
2021-09-15,MRK,62.85285186767578,Pharma,1.0,0.07581368322321902,validation,-0.005431451342157723,0.125,4,0.5319556206366849,1,1
2021-09-15,WFC,41.52885055541992,Financials,0.0,-0.028516225404602857,validation,1.0144600350837418,0.875,4,0.5146002531450492,1,0
2021-09-15,BAC,35.69633483886719,Financials,1.0,0.12281989574227525,validation,0.658602495993172,0.7083333333333334,4,0.5083386863781019,1,1
2021-09-16,MSFT,293.4793701171875,Technology,0.0,-0.003308920327612319,validation,0.43966942200398074,0.5,4,0.5182099210834262,1,0
2021-09-16,AMZN,174.41200256347656,Technology,0.0,-0.022710584575248216,validation,0.053234193092067894,0.16666666666666666,4,0.5311496563077716,1,0
2021-09-16,MRK,62.12773132324219,Pharma,1.0,0.08836998597358336,validation,-0.009935286410997501,0.125,4,0.5316039461456576,1,1
2021-09-16,LLY,221.1043701171875,Pharma,1.0,0.029605330353499992,validation,0.837340653589379,0.8333333333333334,4,0.5061265043987344,1,1
2021-09-16,MS,87.86746978759766,Financials,0.0,-0.0032203796746799185,validation,1.0601310371204726,1.0,4,0.5019592725341194,1,0
2021-09-16,BMY,49.8912239074707,Pharma,0.0,-0.039105231145180164,validation,0.1959702015207776,0.25,4,0.5315215477422247,1,0
2021-09-16,JNJ,144.396728515625,Pharma,0.0,-0.0237258411122514,validation,0.23300850562643616,0.2916666666666667,4,0.5290259636788793,1,0
2021-09-16,AMGN,187.12860107421875,Pharma,0.0,-0.0437983440506341,validation,-0.0394991872078585,0.041666666666666664,4,0.5400594327416174,1,0
2021-09-16,JPM,139.49964904785156,Financials,1.0,0.06024381965531678,validation,0.6195926345367528,0.7083333333333334,4,0.5052808874850251,1,1
2021-09-16,ABBV,90.59966278076172,Pharma,1.0,0.02382906252665773,validation,0.39880481270990864,0.4583333333333333,4,0.5204114180735839,1,1
2021-09-16,WFC,41.20831298828125,Financials,1.0,0.045375742234769145,validation,0.9218084660434689,0.875,4,0.5073399884819425,1,1
2021-09-16,SCHW,66.39537811279297,Financials,1.0,0.1429780266185583,validation,1.0539209807333725,0.9583333333333334,4,0.5068805567059697,1,1
